Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
276	0	-16.77749	-15.73111	-1.046376	0.0590823	0.7212158	0.2874374	11.73189	9.978715
277	1	-20.16445	-17.2697	-2.894741	0.1307701	0.8700837	0.3986797	5.300504	8.986378
278	0	-18.68372	-16.84568	-1.838045	0.09679048	0.8249856	0.2850052	7.161316	9.324391
279	1	-18.11903	-17.31015	-0.8088802	0.05437224	0.7001531	0.2504993	12.74818	9.922705
280	0	-17.75608	-15.86174	-1.894344	0.09517462	0.8220742	0.3120286	7.282899	9.165293
281	1	-17.56834	-16.4785	-1.089834	0.06881434	0.7573125	0.2441907	10.07271	9.436695
282	0	-17.35634	-15.83434	-1.522004	0.07768299	0.7834671	0.3116644	8.922767	9.708004
283	1	-17.82384	-15.98799	-1.835848	0.09094195	0.8139886	0.3219563	7.621864	9.331475
284	0	-21.1501	-20.23718	-0.9129236	0.06036137	0.726492	0.2447924	11.48329	9.261696
285	1	-19.27207	-16.78289	-2.489185	0.1161277	0.8537939	0.3626044	5.968835	8.49278
286	0	-17.03261	-16.1608	-0.8718101	0.06412111	0.7410201	0.2169172	10.80997	9.967146
287	1	-19.05042	-17.38906	-1.661359	0.07197301	0.7672646	0.4044174	9.630655	9.386285
288	0	-20.04959	-17.81306	-2.236532	0.1123031	0.8488559	0.3054594	6.17211	9.200875
289	1	-17.79903	-16.7616	-1.037426	0.06994077	0.7609493	0.2262496	9.910489	9.475221
290	0	-18.38296	-16.27818	-2.104776	0.1074495	0.8420992	0.2967989	6.450911	8.767349
291	1	-17.05938	-15.80948	-1.249897	0.07164364	0.7662619	0.2698791	9.674929	9.965583
292	0	-19.05931	-18.12504	-0.9342705	0.06053047	0.7271763	0.2491784	11.45121	9.474917
293	1	-18.56267	-16.31049	-2.252187	0.1069622	0.8413882	0.3475139	6.480298	8.66781
294	0	-17.05098	-16.01684	-1.034142	0.06938442	0.7591656	0.2281857	9.989954	9.803172
295	1	-17.63921	-16.5862	-1.053008	0.05636592	0.7093969	0.3065186	12.29728	9.918934
296	0	-18.62467	-17.54781	-1.076855	0.06863	0.7567078	0.2419866	10.09977	9.277436
297	1	-21.09067	-18.83028	-2.26039	0.09018649	0.8124711	0.5001903	7.68571	8.915863
298	0	-20.15766	-18.12237	-2.035289	0.08906035	0.8101647	0.4090283	7.782893	8.599686
299	1	-18.32202	-16.74729	-1.574733	0.08845487	0.8089022	0.2614066	7.836167	8.91069
300	0	-25.57611	-19.13698	-6.439131	0.2705425	0.9371747	0.7109359	2.562064	8.227699
301	1	-23.78876	-21.6625	-2.126262	0.07481509	0.775599	0.6060982	9.264805	9.698988
302	0	-17.02961	-15.81257	-1.217033	0.06978675	0.7604579	0.2716497	9.93236	9.465535
303	1	-22.43772	-17.81634	-4.621371	0.2137389	0.9204785	0.3853653	3.242962	8.522455
304	0	-16.80861	-15.48352	-1.325082	0.07368923	0.7723641	0.2785932	9.406357	9.476284
305	1	-22.55047	-20.97912	-1.571345	0.056049	0.7079609	0.5181894	12.36681	9.908549
306	0	-18.15889	-16.79519	-1.363704	0.08391673	0.7989083	0.233072	8.259941	9.355144
307	1	-17.97952	-16.09296	-1.88656	0.09661928	0.8246815	0.3002619	7.174005	8.842002
308	0	-17.87728	-16.02906	-1.848217	0.08966465	0.811409	0.3349192	7.73044	8.953944
309	1	-17.00618	-15.8913	-1.114878	0.06823791	0.7554124	0.2534648	10.1578	9.549676
310	0	-17.96511	-16.1807	-1.784417	0.08673034	0.8052174	0.334406	7.991981	9.489588
311	1	-17.24307	-15.71652	-1.526545	0.07654941	0.7804191	0.3207052	9.054899	9.647101
312	0	-17.55393	-15.71247	-1.841463	0.09183341	0.8157494	0.3177021	7.547876	9.124333
313	1	-19.51599	-16.77082	-2.74517	0.1330451	0.872298	0.3271143	5.209865	8.526332
314	0	-17.35584	-15.92138	-1.434462	0.07066834	0.7632459	0.3313698	9.808455	9.917306
315	1	-17.3923	-15.94683	-1.445474	0.0768337	0.7811909	0.2939526	9.021395	9.199941
316	0	-19.5919	-16.71072	-2.881184	0.1271442	0.8663932	0.4247679	5.451664	8.68773
317	1	-21.98403	-18.4157	-3.568332	0.1549554	0.890323	0.4680323	4.473205	8.141334
318	0	-19.30471	-17.54984	-1.754868	0.08763456	0.8071661	0.3184988	7.909519	9.749726
319	1	-18.91196	-17.002	-1.909961	0.09459962	0.8210156	0.3208308	7.327167	9.477075
320	0	-16.74286	-15.53166	-1.2112	0.0693139	0.7589378	0.2727933	10.00012	9.581113
321	1	-17.36052	-16.12638	-1.234145	0.06361648	0.7391509	0.3149956	10.89572	9.674002
322	0	-19.5199	-17.63491	-1.884984	0.08901013	0.8100606	0.3523218	7.787284	9.731831
323	1	-17.15066	-15.68909	-1.461569	0.07781505	0.783817	0.2925658	8.907624	9.667499
324	0	-16.79098	-15.42048	-1.370499	0.07268043	0.7693918	0.2978459	9.536916	9.685493
325	1	-18.76647	-16.75338	-2.013093	0.1068589	0.8412366	0.2742126	6.486563	8.981613
326	0	-19.39872	-17.9953	-1.40342	0.08545862	0.8024128	0.2347085	8.11091	8.917267
327	1	-19.08573	-16.45822	-2.627511	0.1198665	0.8583241	0.3846371	5.782657	8.88097
328	0	-18.43118	-17.07059	-1.360585	0.08421451	0.7995942	0.2308826	8.230733	9.415986
329	1	-16.37388	-15.24471	-1.129174	0.06594842	0.7475919	0.2699141	10.51044	9.953864
330	0	-21.27307	-17.04252	-4.230553	0.1905422	0.9107984	0.4264977	3.637762	8.574641
331	1	-18.37668	-16.95963	-1.417052	0.0741378	0.7736632	0.3025371	9.349443	9.043775
332	0	-16.93637	-15.54297	-1.393403	0.07615526	0.7793406	0.2830842	9.101764	9.663737
333	1	-21.35943	-18.16359	-3.195838	0.157695	0.8922266	0.304268	4.395493	8.612612
334	0	-18.02084	-16.33854	-1.682296	0.08624899	0.8041648	0.3050419	8.036583	9.566271
335	1	-19.76488	-17.32145	-2.443432	0.1040865	0.8370617	0.4472298	6.659335	8.984731
336	0	-19.09793	-17.10946	-1.988468	0.1043995	0.8375436	0.2818763	6.639376	8.635363
337	1	-18.22959	-16.4429	-1.786694	0.08151064	0.7931999	0.3744258	8.503763	9.491582
338	0	-19.90837	-17.18685	-2.721516	0.135385	0.8744987	0.3039927	5.119821	8.718622
339	1	-21.95995	-20.01616	-1.943792	0.1020066	0.8337869	0.2836009	6.79512	8.329357
340	0	-18.0851	-15.99611	-2.088996	0.09943157	0.8295516	0.3463378	6.971097	8.878571
341	1	-17.07728	-15.56506	-1.512225	0.07679144	0.7810765	0.314526	9.02636	9.49717
342	0	-17.33156	-15.86047	-1.471089	0.07165295	0.7662904	0.3366247	9.673672	9.675857
343	1	-17.0348	-15.90019	-1.134608	0.05992201	0.7246997	0.3084064	11.56749	9.94515
344	0	-18.97535	-16.96003	-2.015316	0.08866083	0.8093334	0.4043536	7.817964	9.382189
345	1	-18.65513	-16.94965	-1.705484	0.08169732	0.7936536	0.343856	8.484332	8.873866
346	0	-20.88602	-19.10155	-1.784468	0.06941772	0.759273	0.4828854	9.985162	9.916033
347	1	-19.85853	-17.25381	-2.60472	0.1218434	0.8606095	0.3605246	5.688836	9.075748
348	0	-17.85733	-16.27596	-1.581363	0.0876182	0.8071312	0.267859	7.910995	8.991971
349	1	-19.24574	-17.07698	-2.168758	0.09456164	0.8209452	0.41593	7.33011	8.853499
350	0	-18.99813	-16.34014	-2.657984	0.1253389	0.8644774	0.3530647	5.530186	8.805546
351	1	-17.3967	-15.79309	-1.603605	0.0783043	0.7851045	0.3337337	8.851969	9.513377
352	0	-17.28888	-16.17023	-1.118646	0.06703548	0.7513606	0.2609969	10.34001	9.492849
353	1	-17.87769	-16.13943	-1.738259	0.08233672	0.7951937	0.3505244	8.418446	9.145648
354	0	-17.37897	-15.90929	-1.469679	0.07136326	0.7654021	0.3382231	9.712941	9.624864
355	1	-18.18649	-17.20609	-0.9804017	0.07043388	0.7625102	0.2114842	9.841104	9.543503
356	0	-18.12686	-16.55526	-1.571596	0.08209793	0.7946211	0.2982208	8.442931	8.933409
357	1	-19.15773	-17.39298	-1.764748	0.07842891	0.7854301	0.3910526	8.837904	9.892058
358	0	-21.49219	-17.08835	-4.403838	0.1964255	0.9134698	0.4476668	3.528804	8.408405
359	1	-17.25645	-16.02651	-1.22993	0.06715705	0.7517758	0.2909679	10.32129	9.489064
360	0	-19.30788	-16.49308	-2.814807	0.1266776	0.8659032	0.4014435	5.471744	8.638561
361	1	-18.5702	-16.26121	-2.308983	0.1063154	0.8404347	0.3729059	6.519722	8.772883
362	0	-17.68525	-16.29218	-1.393071	0.07338467	0.7714742	0.3001265	9.445395	9.205331
363	1	-19.74567	-18.11145	-1.634223	0.08283177	0.7963714	0.3125888	8.368132	8.658761
364	0	-17.75804	-15.99717	-1.760868	0.08972403	0.8115304	0.3065192	7.725324	8.933708
365	1	-18.24228	-16.63572	-1.606564	0.07605576	0.7790667	0.3510807	9.113671	9.135411
366	0	-18.49452	-16.12851	-2.366015	0.1128594	0.8495944	0.3436059	6.141686	8.901644
367	1	-19.09543	-16.65788	-2.437545	0.1084471	0.8435357	0.4053104	6.391567	8.730008
368	0	-18.92812	-17.26998	-1.658132	0.07826685	0.7850064	0.3527168	8.856204	9.999578
369	1	-17.08197	-15.97254	-1.109433	0.07054244	0.7628514	0.2400575	9.82596	9.919538
370	0	-19.14919	-17.2841	-1.865087	0.1008753	0.8319514	0.2685053	6.87133	8.687048
371	1	-19.05031	-16.71697	-2.333344	0.1176635	0.8556888	0.3003303	5.89093	8.902759
372	0	-20.85963	-19.24717	-1.61246	0.06227276	0.7340542	0.4731382	11.13082	9.884242
373	1	-18.87332	-16.36785	-2.505464	0.1173734	0.8553346	0.3589405	5.905487	8.927979
374	0	-17.572	-15.74522	-1.826784	0.09093491	0.8139745	0.319099	7.622454	9.049353
375	1	-17.62998	-16.39932	-1.230658	0.07753044	0.7830615	0.2336485	8.940323	9.374741
376	0	-20.85713	-19.95139	-0.9057488	0.05063692	0.6814008	0.2987444	13.68857	9.630995
377	1	-18.4436	-16.90235	-1.541247	0.09084135	0.8137878	0.2403149	7.630305	9.107073
378	0	-25.40196	-18.86168	-6.540284	0.2881619	0.9410161	0.5412335	2.405408	8.126968
379	1	-17.95118	-16.32945	-1.621721	0.08402326	0.7991542	0.3009979	8.249468	8.941326
380	0	-18.07471	-16.58174	-1.492974	0.08638341	0.8044598	0.2517091	8.024078	9.423796
381	1	-17.68274	-16.58799	-1.094748	0.05858195	0.7191028	0.3049032	11.8321	9.775375
382	0	-18.71803	-17.25806	-1.459968	0.08811804	0.8081929	0.2347356	7.866121	9.029492
383	1	-17.47907	-16.02759	-1.451484	0.07153549	0.765931	0.3309132	9.689556	9.437997
384	0	-16.78249	-15.76177	-1.020717	0.0593708	0.7224215	0.2784458	11.67488	9.934101
385	1	-18.11132	-16.56184	-1.549474	0.07720422	0.7821894	0.3236155	8.9781	9.048539
386	0	-17.24658	-16.27138	-0.9752081	0.05592513	0.7073962	0.2862404	12.3942	9.997528
387	1	-17.57556	-16.12118	-1.454386	0.07604877	0.7790475	0.3015654	9.114509	9.172382
388	0	-18.00337	-16.10314	-1.900225	0.08854525	0.8090916	0.3612791	7.828169	9.223555
389	1	-18.9694	-17.33272	-1.636682	0.09429296	0.820446	0.2457075	7.350996	9.254899
390	0	-17.42323	-16.07167	-1.351554	0.07295104	0.7701961	0.2905828	9.501539	9.274308
391	1	-20.11588	-18.36349	-1.752391	0.07076679	0.7635536	0.4544441	9.794809	9.814449
392	0	-17.76818	-16.52794	-1.240236	0.06634415	0.7489757	0.2990973	10.44775	9.398694
393	1	-18.59776	-16.40611	-2.191655	0.1003139	0.831026	0.3766631	6.909784	8.791134
394	0	-23.07981	-19.81019	-3.269619	0.1297135	0.8690293	0.5931557	5.343679	9.020404
395	1	-18.44345	-16.43048	-2.012965	0.09780252	0.8267628	0.3322714	7.087212	8.710231
396	0	-23.04823	-19.06553	-3.982702	0.1789906	0.9050428	0.4253362	3.872533	8.955981
397	1	-19.13066	-16.79545	-2.335212	0.1075922	0.8423062	0.3725843	6.442358	8.560127
398	0	-17.87006	-16.03314	-1.83692	0.09222825	0.8165191	0.3136235	7.515562	9.31671
399	1	-18.88417	-17.6665	-1.217671	0.07039504	0.762388	0.2683371	9.846534	9.102716
400	0	-17.65679	-16.22601	-1.430782	0.08345932	0.7978461	0.2516733	8.30521	9.167871
401	1	-17.18346	-15.92055	-1.262917	0.06785862	0.7541473	0.2962824	10.21458	9.4986
402	0	-18.49542	-16.62898	-1.866442	0.0907332	0.8135716	0.3334323	7.6394	9.504852
403	1	-16.67425	-15.47495	-1.199304	0.06922607	0.7586534	0.2700703	10.01281	9.966402
404	0	-22.08068	-20.17664	-1.904039	0.07433973	0.7742436	0.4902454	9.324048	8.814379
405	1	-23.39181	-19.07607	-4.315731	0.1758528	0.903349	0.6342819	3.941632	8.523344
406	0	-20.25008	-17.29025	-2.959837	0.1310665	0.8703766	0.4228267	5.288513	8.959311
407	1	-19.19299	-17.8349	-1.358093	0.0866172	0.804971	0.2188599	8.002419	9.291555
408	0	-17.86827	-16.72884	-1.139428	0.07012799	0.7615441	0.249552	9.884031	9.322697
409	1	-17.14558	-15.70488	-1.440701	0.07562309	0.7778687	0.3001657	9.165814	9.32111
410	0	-17.45685	-16.42651	-1.030338	0.06960501	0.7598757	0.2262579	9.958295	9.979626
411	1	-17.64074	-16.41592	-1.224827	0.07607217	0.7791119	0.2395906	9.111706	9.74206
412	0	-19.7448	-16.87909	-2.865702	0.1251212	0.8642428	0.4365867	5.539804	8.742583
413	1	-19.23905	-17.48371	-1.755338	0.09488146	0.8215359	0.2732289	7.305402	8.675079
414	0	-22.48331	-18.55106	-3.932247	0.1645614	0.8967203	0.5492826	4.212089	8.842774
415	1	-17.61145	-15.98371	-1.627732	0.07958586	0.7884101	0.3327116	8.709426	9.629022
416	0	-17.58166	-15.83482	-1.746837	0.08461926	0.8005195	0.3368282	8.191364	9.19172
417	1	-18.05526	-16.37068	-1.684573	0.07719063	0.7821529	0.3705336	8.97968	9.451371
418	0	-22.29874	-17.68822	-4.610517	0.2074634	0.9180732	0.435504	3.341058	8.687987
419	1	-18.97848	-17.39673	-1.581746	0.08496516	0.8013038	0.28348	8.158016	8.773636
420	0	-17.38003	-16.07031	-1.309724	0.07544386	0.7773689	0.2643202	9.187588	9.834286
421	1	-19.25855	-17.01415	-2.244395	0.1131167	0.8499336	0.302601	6.127715	8.545219
422	0	-17.8553	-16.79844	-1.05686	0.06315881	0.7374347	0.2663964	10.97467	9.506608
423	1	-18.60721	-16.88855	-1.718665	0.0788395	0.7864966	0.3702013	8.791877	9.050106
424	0	-18.77629	-16.81075	-1.965539	0.08953251	0.8111382	0.3776681	7.741849	8.832541
425	1	-18.07155	-15.98812	-2.083426	0.09911889	0.829023	0.346707	6.993088	9.071246
426	0	-20.26373	-16.79238	-3.471359	0.1578284	0.8923177	0.3996539	4.391778	8.673084
427	1	-16.8462	-15.62531	-1.220885	0.0701094	0.7614852	0.2708374	9.886652	9.98556
428	0	-20.36805	-16.99281	-3.375238	0.1571965	0.8918852	0.3679281	4.409432	8.700093
429	1	-19.84291	-16.76295	-3.079957	0.1454052	0.8831291	0.3517138	4.767005	8.490305
430	0	-17.1255	-15.78369	-1.341812	0.06671184	0.7502493	0.3285018	10.39017	9.930471
431	1	-16.83078	-15.80382	-1.026968	0.06185483	0.7324326	0.2658052	11.20603	9.793808
432	0	-16.96846	-15.83732	-1.131138	0.06347181	0.7386106	0.2850377	10.92055	9.702561
433	1	-21.3378	-18.05912	-3.278671	0.1574431	0.8920544	0.3323162	4.402525	8.32805
434	0	-18.51568	-16.23295	-2.282734	0.1077862	0.8425868	0.3520835	6.430762	9.028753
435	1	-17.65926	-16.08336	-1.575899	0.07459767	0.7749809	0.3511778	9.291808	9.649125
436	0	-19.06691	-16.97879	-2.088114	0.1075216	0.8422038	0.2914485	6.446586	8.607116
437	1	-20.59085	-18.80604	-1.784808	0.07040478	0.7624186	0.4730373	9.845172	9.80687
438	0	-19.30921	-16.75179	-2.557419	0.1145876	0.851844	0.4011065	6.049059	8.9956
439	1	-16.96501	-15.59452	-1.370488	0.07163894	0.7662475	0.3044982	9.675565	9.862055
440	0	-17.58157	-16.24335	-1.338217	0.0807582	0.7913518	0.2429569	8.582994	9.288775
441	1	-20.30191	-18.94511	-1.356798	0.05845743	0.7185726	0.3972981	11.8573	9.46428
442	0	-17.4041	-16.07465	-1.329449	0.0669385	0.7510285	0.3229087	10.35499	9.569428
443	1	-17.04184	-15.75552	-1.286321	0.07636428	0.7799137	0.2532119	9.07685	9.597002
444	0	-17.27496	-15.65927	-1.615694	0.08211151	0.7946537	0.3115762	8.441535	9.217874
445	1	-19.91847	-17.09316	-2.825308	0.1389302	0.8776932	0.3128009	4.989175	8.555245
446	0	-17.92124	-16.12706	-1.794175	0.08820094	0.808368	0.3273098	7.858728	8.926712
447	1	-17.39879	-15.75636	-1.642426	0.08643796	0.8045793	0.2919458	8.019014	9.088457
448	0	-16.5691	-15.38993	-1.179165	0.06431534	0.7417332	0.293756	10.77732	9.917701
449	1	-18.95303	-17.77392	-1.179113	0.07303597	0.7704475	0.2441166	9.49049	9.112375
450	0	-16.93243	-15.55863	-1.373806	0.07444904	0.7745566	0.2878251	9.310358	9.7543
451	1	-18.60689	-16.88442	-1.722471	0.08023375	0.7900453	0.3607794	8.639097	8.969984
452	0	-18.57107	-16.61841	-1.952666	0.1011173	0.8323474	0.2915797	6.854883	9.196697
453	1	-17.63396	-15.93855	-1.695415	0.08859423	0.8091942	0.2940652	7.823841	8.983785
454	0	-17.06838	-16.09697	-0.9714074	0.0607683	0.7281337	0.2573043	11.40639	9.785181
455	1	-18.20469	-16.44506	-1.759635	0.08156026	0.7933207	0.3640466	8.498589	9.599589
456	0	-17.79786	-16.35286	-1.445	0.07279541	0.7697342	0.3201011	9.521853	9.231223
457	1	-19.76112	-17.73511	-2.026003	0.09208485	0.8162403	0.3800562	7.527266	9.644714
458	0	-17.5948	-16.27181	-1.322989	0.07709352	0.781892	0.2586357	8.990992	9.782902
459	1	-19.32067	-17.32588	-1.994796	0.08764454	0.8071874	0.4047765	7.908618	9.562131
460	0	-16.78629	-15.42872	-1.357575	0.07225911	0.7681292	0.2966618	9.592523	9.737051
461	1	-20.03262	-18.34357	-1.689048	0.07927032	0.787605	0.3561273	8.744095	8.679915
462	0	-17.08346	-15.62711	-1.456349	0.0801852	0.7899236	0.2767668	8.644329	9.504609
463	1	-18.51999	-16.32058	-2.199418	0.1020596	0.8338719	0.365794	6.791592	8.754279
464	0	-16.48814	-15.56342	-0.9247182	0.06273278	0.7358189	0.2355408	11.0492	9.997759
465	1	-16.58186	-15.44648	-1.135375	0.06509702	0.7445676	0.2765444	10.64791	9.776117
466	0	-19.99729	-17.31541	-2.681876	0.1183089	0.8564708	0.4197745	5.85879	8.437292
467	1	-19.96802	-18.09465	-1.873366	0.07946067	0.7880914	0.4264802	8.723148	9.893278
468	0	-18.45299	-17.74337	-0.709624	0.05563315	0.7060577	0.2208412	12.45925	9.93125
469	1	-17.03206	-15.70639	-1.325668	0.06669473	0.7501903	0.3233584	10.39283	9.946203
470	0	-17.07079	-15.69994	-1.370851	0.06974459	0.7603231	0.317103	9.938365	9.606397
471	1	-16.90372	-15.63029	-1.273433	0.07165755	0.7663044	0.2762249	9.673052	9.462235
472	0	-17.66488	-16.82428	-0.840603	0.06351535	0.7387735	0.2129724	10.91306	9.795609
473	1	-17.11883	-15.66455	-1.454285	0.0733795	0.771459	0.3191075	9.44606	9.509165
474	0	-18.21775	-16.09422	-2.123533	0.1065386	0.840765	0.3083204	6.506064	8.792099
475	1	-17.49391	-15.87156	-1.622356	0.08879173	0.8096066	0.272204	7.806438	9.168802
476	0	-18.78236	-17.15161	-1.630753	0.0731829	0.7708811	0.3822856	9.471436	9.231005
477	1	-18.7124	-17.57565	-1.136752	0.07182826	0.7668249	0.2400655	9.650062	9.191519
478	0	-16.44559	-15.29133	-1.154265	0.06776635	0.7538377	0.2662987	10.22849	9.879733
479	1	-20.8617	-17.84206	-3.019641	0.1447184	0.8825754	0.3359875	4.789626	8.316435
480	0	-17.17482	-15.58632	-1.588504	0.08199009	0.7943615	0.3040009	8.454036	9.253689
481	1	-17.8314	-16.4359	-1.395503	0.06527411	0.7452021	0.3573592	10.61902	9.790556
482	0	-19.50803	-16.77159	-2.736436	0.1230064	0.8619204	0.4012554	5.635051	8.512024
483	1	-19.37354	-17.0633	-2.310238	0.1078398	0.8426642	0.3614904	6.427566	9.233973
484	0	-17.35301	-15.95203	-1.400985	0.06835251	0.7557923	0.3366018	10.14077	9.702763
485	1	-17.30417	-16.12669	-1.177483	0.07257406	0.7690742	0.2461195	9.550895	9.900258
486	0	-18.17417	-16.99221	-1.18196	0.06913961	0.758373	0.2659141	10.02533	9.249551
487	1	-16.71239	-15.40737	-1.305021	0.06979568	0.7604864	0.2965786	9.93109	9.836081
488	0	-17.00374	-16.07581	-0.9279244	0.06379396	0.7398111	0.2310356	10.8654	9.792723
489	1	-17.32422	-15.81164	-1.512584	0.08416468	0.7994798	0.2690683	8.235606	9.194074
490	0	-19.99531	-17.22096	-2.774346	0.1246257	0.8637055	0.4026821	5.561834	9.026551
491	1	-16.42979	-15.41914	-1.010652	0.06393307	0.7403264	0.2502219	10.84176	9.902075
492	0	-17.2422	-15.70348	-1.538717	0.07679713	0.7810919	0.3229307	9.025691	9.607115
493	1	-16.42412	-15.29301	-1.131108	0.06528222	0.745231	0.2742868	10.6177	9.869146
494	0	-17.29079	-16.19821	-1.092583	0.05906523	0.7211442	0.3011396	11.73528	9.852835
495	1	-21.6254	-18.78474	-2.840658	0.1147531	0.852056	0.5305717	6.040337	8.566622
496	0	-19.34446	-17.19858	-2.145882	0.09679288	0.8249899	0.3877241	7.161138	8.623336
497	1	-20.45502	-19.24837	-1.206646	0.08112653	0.7922603	0.2113462	8.544026	9.710101
498	0	-17.64822	-16.62477	-1.02345	0.06057815	0.7273688	0.2721454	11.4422	9.649394
499	1	-16.9884	-15.5937	-1.394697	0.0741739	0.7737672	0.2956222	9.344893	9.406999
500	0	-17.89756	-16.41035	-1.487207	0.06924129	0.7587028	0.3600572	10.0106	9.9721
501	1	-16.5134	-15.4951	-1.018304	0.06518029	0.7448663	0.2455581	10.63431	9.856354
502	0	-19.26726	-17.23376	-2.033499	0.08850299	0.8090031	0.4131545	7.831907	9.449806
503	1	-16.66467	-15.68821	-0.9764577	0.0641174	0.7410065	0.2408663	10.81059	9.832789
504	0	-18.89085	-17.40308	-1.487769	0.06639198	0.7491421	0.3827134	10.44022	9.451486
505	1	-23.52783	-20.97017	-2.557661	0.09818223	0.8274207	0.5682664	7.059803	9.678274
506	0	-17.48819	-16.23452	-1.25367	0.07633529	0.7798344	0.2452286	9.080297	9.304813
507	1	-18.17243	-16.49257	-1.679859	0.08041784	0.7905057	0.3443811	8.619321	9.746863
508	0	-18.28685	-16.17907	-2.107786	0.1044776	0.8376635	0.317072	6.634411	9.074193
509	1	-19.4241	-17.34881	-2.075287	0.08829631	0.8085689	0.4326785	7.850239	9.225125
510	0	-17.82589	-16.72656	-1.099337	0.06219079	0.7337376	0.2837246	11.1455	9.538525
511	1	-18.25789	-16.13928	-2.118615	0.1008759	0.8319525	0.3459813	6.871284	8.782964
512	0	-19.04538	-16.44548	-2.599907	0.1174234	0.8553958	0.394074	5.902971	8.681858
513	1	-18.05004	-16.48932	-1.560726	0.07366551	0.772295	0.3527992	9.409385	9.937338
514	0	-26.23638	-23.3358	-2.900585	0.1249428	0.8640498	0.4538004	5.547718	9.748562
515	1	-17.01899	-15.58381	-1.435174	0.07299088	0.7703141	0.3156592	9.496354	9.691046
516	0	-18.33	-16.90153	-1.428472	0.08397599	0.7990452	0.2483547	8.254111	9.564436
517	1	-20.03143	-18.82398	-1.207456	0.05294975	0.6932412	0.384605	13.09066	9.823346
518	0	-17.25835	-16.01926	-1.23909	0.06556889	0.7462518	0.30371	10.57128	9.578625
519	1	-16.8039	-15.43582	-1.368081	0.07202329	0.767417	0.3012987	9.623931	9.650454
520	0	-20.91145	-17.97765	-2.933793	0.141181	0.8796389	0.3323835	4.909634	8.304466
521	1	-19.37844	-17.51653	-1.861913	0.08607915	0.8037908	0.3663794	8.052439	9.777203
522	0	-17.99987	-16.40107	-1.598799	0.07586752	0.778547	0.3497594	9.136283	9.84177
523	1	-16.98957	-15.49189	-1.497679	0.07981313	0.7889864	0.2907316	8.684626	9.438618
524	0	-17.6951	-16.54835	-1.146749	0.07508133	0.7763516	0.2263039	9.231952	9.453532
525	1	-18.44586	-16.55841	-1.887451	0.08461434	0.8005083	0.3877228	8.191841	9.269894
526	0	-19.26218	-16.57966	-2.682519	0.1206465	0.8592345	0.3997177	5.745275	8.602392
527	1	-17.97501	-16.22643	-1.748582	0.09251735	0.8170788	0.2853511	7.492077	8.880584
528	0	-21.04093	-18.88085	-2.160084	0.08633717	0.8043584	0.4909612	8.028375	8.909459
529	1	-17.0758	-15.55131	-1.524491	0.07817721	0.7847714	0.3091809	8.866358	9.519258
530	0	-17.11716	-16.14466	-0.9724985	0.06398783	0.7405288	0.2405751	10.83248	9.699494
531	1	-21.63497	-18.13844	-3.496531	0.1697355	0.899867	0.3183344	4.08369	8.548061
532	0	-20.05625	-17.71933	-2.336918	0.09747912	0.8261987	0.4625561	7.110724	9.013112
533	1	-18.17408	-16.26383	-1.910246	0.09225556	0.8165721	0.3372889	7.513338	9.369351
534	0	-18.71807	-17.34653	-1.371544	0.06038149	0.7265736	0.3870695	11.47946	9.92827
535	1	-16.99306	-15.86829	-1.124774	0.06888368	0.7575393	0.2525017	10.06258	9.54086
536	0	-17.55522	-15.8581	-1.697119	0.08273453	0.7961411	0.3335684	8.377967	9.186425
