Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
257	1	-18.18979	-16.06804	-2.121752	0.0816384	0	1	0.7935106	0.2610191	8.490455	9.162046
258	0	-18.99673	-16.01816	-2.978575	0.1098185	0	1	0.8454692	0.3381322	6.311754	8.795713
259	1	-17.9828	-15.99755	-1.985247	0.07749787	0	1	0.7829747	0.2486262	8.944081	9.341824
260	0	-17.98443	-15.83257	-2.151856	0.08275557	0	1	0.7961909	0.2626944	8.375838	9.251674
261	1	-22.09438	-19.29303	-2.801352	0.08185411	0	1	0.7940333	0.5126617	8.46808	9.21327
262	0	-18.56868	-15.88931	-2.679367	0.09871688	0	1	0.8283388	0.3172863	7.021567	8.890325
263	1	-18.3471	-15.76622	-2.580882	0.09319409	0	1	0.8183763	0.3232781	7.437673	9.030176
264	0	-21.58256	-17.23281	-4.349751	0.1657329	0	1	0.89745	0.4067138	4.182314	8.750801
265	1	-20.48342	-18.55241	-1.931008	0.08222602	0	1	0.7949287	0.2130188	8.429779	9.085557
266	0	-18.76067	-16.51771	-2.242964	0.08777709	0	1	0.8074699	0.2586674	7.896675	8.984713
267	1	-18.11989	-16.13589	-1.984004	0.07015676	0	1	0.7616353	0.2901756	9.879976	9.34803
268	0	-19.37908	-16.4434	-2.93568	0.1021638	0	1	0.8340389	0.381066	6.784663	8.770284
269	1	-20.85556	-18.8649	-1.990667	0.07261761	0	1	0.7692043	0.277253	9.545167	8.866282
270	0	-17.70373	-15.91694	-1.786789	0.05877951	0	1	0.7199405	0.303292	11.79233	9.981883
271	1	-20.41399	-16.64463	-3.769361	0.1438912	0	1	0.8819016	0.3618391	4.81716	8.705105
272	0	-19.37631	-16.54085	-2.835464	0.1057201	0	1	0.8395471	0.3196713	6.556437	8.625789
273	1	-17.84614	-16.03324	-1.812894	0.06386021	0	1	0.7400567	0.2794962	10.85413	9.625065
274	0	-21.04631	-17.57184	-3.474469	0.117384	0	1	0.8553476	0.4728557	5.904954	8.652982
275	1	-22.68038	-17.25993	-5.420448	0.2103547	0	1	0.9191992	0.4603255	3.295135	8.591017
276	0	-18.06406	-15.65338	-2.410681	0.0867196	0	1	0.805194	0.3128427	7.99297	9.280747
277	1	-17.14716	-15.44393	-1.703229	0.06517711	0	1	0.7448549	0.2435637	10.63483	9.93583
278	0	-18.20556	-16.20621	-1.999353	0.06466342	0	1	0.7430023	0.3310944	10.71931	9.676122
279	1	-20.18791	-17.9962	-2.191709	0.09138055	0	1	0.8148589	0.227653	7.585282	8.947067
280	0	-19.98729	-17.92517	-2.062117	0.07676073	0	1	0.7809933	0.2727248	9.029971	8.890553
281	1	-18.03634	-15.72329	-2.313052	0.07974424	0	1	0.788812	0.32901	8.692129	9.44481
282	0	-17.31463	-15.44983	-1.864794	0.0696638	0	1	0.7600643	0.2602745	9.94989	9.659033
283	1	-21.74017	-19.51399	-2.226178	0.07291001	0	1	0.7700745	0.3487084	9.506886	8.661393
284	0	-19.02795	-16.12164	-2.906307	0.1029187	0	1	0.8352386	0.3641553	6.734898	8.986177
285	1	-18.15621	-15.74717	-2.409034	0.08605417	0	1	0.8037356	0.3167691	8.054778	9.368126
286	0	-19.40655	-17.96018	-1.446362	0.05399366	0	1	0.69834	0.2388473	12.83757	9.892984
287	1	-17.31481	-15.36272	-1.952088	0.06953643	0	1	0.7596553	0.2847846	9.968116	9.871951
288	0	-17.91324	-16.20674	-1.706494	0.05932976	0	1	0.7222506	0.2766421	11.68296	9.805717
289	1	-18.13893	-15.86126	-2.277675	0.07701546	0	1	0.7816818	0.3365061	9.000105	9.392378
290	0	-18.78587	-16.69078	-2.095091	0.08300913	0	1	0.7967902	0.2468661	8.350253	9.078767
291	1	-18.74182	-16.43552	-2.306301	0.07423832	0	1	0.7739524	0.3672975	9.336784	9.742715
292	0	-18.76846	-16.17489	-2.593566	0.09723871	0	1	0.825777	0.3004765	7.128305	9.210842
293	1	-19.19177	-16.43443	-2.757344	0.09305849	0	1	0.8181177	0.3867784	7.448511	9.10539
294	0	-17.96388	-16.15678	-1.807095	0.05886156	0	1	0.7202871	0.308975	11.77589	9.90765
295	1	-17.64017	-15.49212	-2.148056	0.0756412	0	1	0.7779191	0.3043438	9.163619	9.591367
296	0	-20.59289	-16.78016	-3.81273	0.1483318	0	1	0.8854315	0.3438961	4.67295	8.588012
297	1	-19.05076	-16.72771	-2.32305	0.0892979	0	1	0.8106557	0.2713359	7.762189	9.466742
298	0	-18.73811	-16.23798	-2.500132	0.08366243	0	1	0.7983191	0.3650464	8.285047	9.18872
299	1	-19.36779	-16.80585	-2.561935	0.08255758	0	1	0.7957207	0.3975309	8.395925	9.416943
300	0	-17.96205	-15.69275	-2.2693	0.07807723	0	1	0.7845087	0.326265	8.877712	9.495116
301	1	-19.11117	-16.67074	-2.440426	0.07867839	0	1	0.7860793	0.3822518	8.80988	9.618161
302	0	-20.04646	-17.76323	-2.283234	0.08169175	0	1	0.7936401	0.3064162	8.484911	9.96442
303	1	-18.41332	-16.77051	-1.642813	0.06157086	0	1	0.7313208	0.2475192	11.25772	9.64085
304	0	-22.00438	-19.93176	-2.072628	0.0911261	0	1	0.8143549	0.20319	7.606462	8.985584
305	1	-19.44474	-16.27694	-3.167799	0.1131428	0	1	0.8499679	0.3807407	6.126303	8.769269
306	0	-22.67322	-18.83377	-3.839458	0.1271188	0	1	0.8663667	0.5540239	5.452751	8.842481
307	1	-18.83479	-16.12539	-2.709395	0.09366858	0	1	0.8192756	0.3639282	7.399997	9.136906
308	0	-18.66363	-15.89015	-2.77348	0.1006956	0	1	0.8316564	0.3342628	6.883587	8.912177
309	1	-17.68038	-15.62961	-2.05077	0.07127683	0	1	0.7651359	0.3029248	9.72472	9.502495
310	0	-21.55024	-17.43445	-4.115787	0.1557066	0	1	0.8908516	0.3981806	4.451625	8.284642
311	1	-19.36448	-17.77881	-1.585672	0.05342744	0	1	0.6955927	0.2778689	12.97362	9.835641
312	0	-20.59242	-17.07204	-3.520372	0.1241693	0	1	0.8632071	0.4286795	5.582274	8.492897
313	1	-18.12437	-15.89509	-2.229288	0.07751338	0	1	0.783016	0.3172414	8.942291	9.228949
314	0	-19.17618	-16.60952	-2.566659	0.08678079	0	1	0.8053271	0.3651762	7.987334	8.908106
315	1	-20.48749	-18.42526	-2.062221	0.08844806	0	1	0.8088879	0.2128447	7.836771	9.143775
316	0	-20.03751	-17.26169	-2.775817	0.09372886	0	1	0.8193892	0.388425	7.395238	8.659249
317	1	-18.17176	-16.02159	-2.150176	0.08265173	0	1	0.7959446	0.2628322	8.386361	9.153968
318	0	-22.47762	-19.0887	-3.388927	0.1114634	0	1	0.8477276	0.4921996	6.21861	9.349796
319	1	-22.22888	-17.89135	-4.33753	0.1685105	0	1	0.8991394	0.3787776	4.113377	8.810895
320	0	-19.08722	-16.46484	-2.622377	0.09187165	0	1	0.8158242	0.3465648	7.544735	9.420286
321	1	-21.62701	-17.72982	-3.897186	0.1542994	0	1	0.8898572	0.3296936	4.492222	8.75375
322	0	-19.22352	-16.14359	-3.079928	0.1109942	0	1	0.8470901	0.3649793	6.244893	8.785172
323	1	-18.38354	-16.56784	-1.815705	0.06147672	0	1	0.7309504	0.2948235	11.27495	9.608254
324	0	-17.858	-15.85381	-2.004188	0.07809319	0	1	0.7845507	0.2501995	8.875897	9.49571
325	1	-20.0923	-17.17826	-2.914044	0.1146164	0	1	0.8518809	0.2863155	6.04754	8.994329
326	0	-17.50661	-15.51187	-1.994737	0.07004665	0	1	0.761286	0.293993	9.895509	9.581531
327	1	-17.82914	-15.96693	-1.862207	0.06469943	0	1	0.7431329	0.2884419	10.71334	9.608643
328	0	-17.41632	-15.40055	-2.015773	0.0703816	0	1	0.7623456	0.2981165	9.848414	9.72924
329	1	-19.47807	-16.55145	-2.926619	0.1059859	0	1	0.8399445	0.3482109	6.539996	8.608348
330	0	-20.51005	-17.72143	-2.788617	0.09612953	0	1	0.8238059	0.3738884	7.210554	9.559293
331	1	-23.95657	-19.35754	-4.59903	0.1623462	0	1	0.895312	0.5607389	4.269562	8.999471
332	0	-17.73612	-15.52135	-2.214763	0.08145266	0	1	0.7930586	0.2875929	8.509816	9.357801
333	1	-18.06712	-15.78748	-2.279637	0.07753329	0	1	0.783069	0.3334821	8.939995	9.422699
334	0	-18.15208	-16.38339	-1.768688	0.06664245	0	1	0.7500098	0.2520793	10.40099	9.491778
335	1	-18.62193	-16.23434	-2.387592	0.093579	0	1	0.8191065	0.2642921	7.40708	9.069531
336	0	-18.4848	-15.80766	-2.67714	0.09767581	0	1	0.8265422	0.3236519	7.096405	9.020927
337	1	-17.4355	-15.53169	-1.903808	0.07244695	0	1	0.7686937	0.2551095	9.567651	9.696158
338	0	-18.2353	-16.43069	-1.804612	0.07243552	0	1	0.7686594	0.2310741	9.569161	9.861525
339	1	-19.04287	-16.46456	-2.578309	0.1011264	0	1	0.8323622	0.2724941	6.854268	8.865699
340	0	-17.58868	-15.51427	-2.074414	0.07272712	0	1	0.7695309	0.3007722	9.530793	9.517453
341	1	-18.7007	-16.49391	-2.206792	0.08506223	0	1	0.8015229	0.2642725	8.148707	9.533545
342	0	-20.13403	-16.63815	-3.495883	0.1242642	0	1	0.863311	0.4174672	5.57801	8.712898
343	1	-17.90077	-15.75113	-2.14964	0.08228323	0	1	0.7950657	0.2647535	8.423918	9.299019
344	0	-19.32608	-16.14185	-3.184225	0.1177863	0	1	0.8558382	0.3507276	5.884786	8.798218
345	1	-19.10742	-16.80798	-2.299437	0.08050953	0	1	0.7907343	0.3193326	8.609504	9.858884
346	0	-18.41323	-15.85311	-2.560118	0.0941971	0	1	0.8202673	0.3099667	7.358477	8.940984
347	1	-19.50156	-17.42455	-2.077007	0.0845447	0	1	0.8003496	0.2346693	8.198588	9.017119
348	0	-17.29996	-15.5444	-1.75556	0.06438274	0	1	0.7419798	0.2610121	10.76604	9.778456
349	1	-21.90028	-18.16915	-3.731128	0.1253471	0	1	0.8644863	0.5161888	5.529822	8.815107
350	0	-18.76066	-16.40533	-2.355329	0.07771994	0	1	0.7835651	0.3582821	8.918524	9.210856
351	1	-20.04391	-16.73215	-3.31176	0.1183986	0	1	0.8565788	0.3932915	5.854351	8.533866
352	0	-17.24404	-15.32932	-1.914715	0.06939783	0	1	0.7592089	0.2751458	9.988024	9.71256
353	1	-17.80993	-15.67127	-2.13866	0.07420568	0	1	0.7738586	0.310823	9.340891	9.767737
354	0	-17.54879	-15.50473	-2.044064	0.0699388	0	1	0.760943	0.309566	9.910768	9.764327
355	1	-19.76843	-17.75917	-2.009256	0.08261828	0	1	0.7958651	0.2284472	8.389756	9.60998
356	0	-20.08072	-17.0984	-2.982318	0.1043275	0	1	0.837433	0.3813429	6.643956	8.535587
357	1	-20.79687	-18.48415	-2.312714	0.06504793	0	1	0.7443913	0.4492615	10.65594	9.847498
358	0	-17.53111	-15.50999	-2.021126	0.07159431	0	1	0.7661111	0.2921019	9.681596	9.857661
359	1	-17.33775	-15.37869	-1.959057	0.07090246	0	1	0.7639764	0.2785827	9.776067	9.622566
360	0	-17.95784	-16.01998	-1.937861	0.06271682	0	1	0.7357581	0.3244782	11.05201	9.830137
361	1	-19.08291	-16.50478	-2.578124	0.08488366	0	1	0.8011195	0.3845609	8.16585	9.224826
362	0	-19.68128	-17.33627	-2.345013	0.07442958	0	1	0.7745009	0.380249	9.312792	9.10205
363	1	-20.26903	-17.44981	-2.819223	0.09318077	0	1	0.818351	0.4104017	7.438736	8.697802
364	0	-18.26135	-16.02461	-2.23674	0.08075491	0	1	0.7913437	0.2983685	8.583344	9.668908
365	1	-20.3764	-16.5826	-3.793797	0.1390708	0	1	0.8778166	0.4107255	4.98413	8.66564
366	0	-19.35979	-17.09316	-2.266624	0.06884153	0	1	0.7574015	0.3958418	10.06874	9.708578
367	1	-18.39647	-15.93681	-2.459669	0.08672337	0	1	0.8052022	0.3285233	7.992623	9.028879
368	0	-20.85269	-17.97609	-2.876595	0.1022123	0	1	0.8341163	0.3588342	6.781448	9.480089
369	1	-17.97401	-16.17785	-1.796155	0.06852097	0	1	0.7563489	0.2489739	10.11584	9.487029
370	0	-19.57376	-16.56665	-3.00711	0.1060442	0	1	0.8400315	0.376931	6.5364	8.651613
371	1	-23.88971	-18.02111	-5.868599	0.2192852	0	1	0.9224897	0.5962021	3.160939	8.510265
372	0	-19.64811	-17.84651	-1.801597	0.06521504	0	1	0.7449908	0.2685245	10.62864	9.251438
373	1	-19.13732	-16.77897	-2.358347	0.08498331	0	1	0.8013448	0.3080339	8.156274	9.697858
374	0	-19.56942	-17.13991	-2.429512	0.09425399	0	1	0.8203734	0.2716873	7.354035	8.736924
375	1	-19.50382	-16.32512	-3.178702	0.114647	0	1	0.8519202	0.3728223	6.045924	8.916445
376	0	-21.08387	-18.53131	-2.552564	0.07683276	0	1	0.7811884	0.4446919	9.021506	9.99842
377	1	-17.73678	-15.82629	-1.910489	0.06181123	0	1	0.7322625	0.3218427	11.21394	9.993776
378	0	-17.36451	-15.35819	-2.006321	0.07224487	0	1	0.7680863	0.2838634	9.594414	9.693985
379	1	-17.51488	-15.41959	-2.095297	0.07585124	0	1	0.778502	0.2874193	9.138244	9.55993
380	0	-18.02782	-15.72142	-2.306397	0.08401896	0	1	0.7991443	0.298486	8.24989	9.444684
381	1	-29.8494	-26.15408	-3.695326	0.09846543	0	1	0.8279082	0.8810364	7.039498	8.348184
382	0	-17.74999	-15.63255	-2.117444	0.07921005	0	1	0.7874506	0.2736407	8.750748	9.305525
383	1	-18.18136	-15.85639	-2.324961	0.08267027	0	1	0.7959886	0.3129072	8.384479	9.538403
384	0	-19.34807	-16.53044	-2.817629	0.09517401	0	1	0.8220731	0.3927786	7.282946	9.12078
385	1	-17.66381	-15.86398	-1.799839	0.06613459	0	1	0.7482446	0.2628731	10.48086	9.598678
386	0	-17.192	-15.34075	-1.85125	0.06873019	0	1	0.7570368	0.2619108	10.08505	9.844022
387	1	-19.80931	-16.36706	-3.442247	0.1269512	0	1	0.866191	0.373737	5.45995	8.783601
388	0	-18.31825	-16.04486	-2.273389	0.07726973	0	1	0.782365	0.3332636	8.970488	9.237352
389	1	-17.16805	-15.38544	-1.782609	0.0671607	0	1	0.7517882	0.2528173	10.32073	9.934575
390	0	-17.23174	-15.34926	-1.882482	0.06959569	0	1	0.7598458	0.2653024	9.959629	9.727736
391	1	-20.32932	-16.96021	-3.369106	0.1171575	0	1	0.8550699	0.4276193	5.916369	8.605359
392	0	-18.47732	-15.99457	-2.482743	0.0896024	0	1	0.8112815	0.3162677	7.735811	8.93601
393	1	-18.36109	-15.89953	-2.461564	0.08582941	0	1	0.8032384	0.3354501	8.07587	9.38569
394	0	-20.69366	-16.7319	-3.961765	0.1475377	0	1	0.8848158	0.4059486	4.698102	8.717696
395	1	-19.61595	-16.85243	-2.763521	0.0940285	0	1	0.8199521	0.3812462	7.371671	8.745221
396	0	-18.83173	-16.79664	-2.035089	0.06436898	0	1	0.7419295	0.3452912	10.76834	9.54083
397	1	-20.66447	-17.15881	-3.505665	0.1310299	0	1	0.8703405	0.3651907	5.289991	8.962588
398	0	-19.03951	-16.06416	-2.975347	0.1085488	0	1	0.8436806	0.3462468	6.385583	8.767964
399	1	-20.73317	-18.39891	-2.334254	0.09787543	0	1	0.8268895	0.2287309	7.081932	9.144516
400	0	-21.22152	-17.18917	-4.032354	0.1512315	0	1	0.8876254	0.4027975	4.583353	8.823108
401	1	-19.10637	-16.5937	-2.51267	0.08830136	0	1	0.8085796	0.334998	7.849791	9.559763
402	0	-18.94109	-16.67359	-2.267497	0.07776578	0	1	0.7836866	0.3278366	8.913267	9.012303
403	1	-19.36996	-17.15714	-2.21282	0.06624236	0	1	0.7486211	0.3963769	10.46381	9.921619
404	0	-18.00726	-15.91982	-2.087442	0.0680403	0	1	0.7547547	0.3365796	10.1873	9.921896
405	1	-19.2603	-17.40047	-1.859828	0.0784742	0	1	0.7855482	0.2148231	8.832803	9.528994
406	0	-20.60224	-16.81747	-3.78477	0.1437763	0	1	0.8818073	0.3683554	4.821012	8.774483
407	1	-17.96698	-15.64541	-2.321568	0.08204369	0	1	0.7944906	0.3160212	8.448513	9.253985
408	0	-19.25055	-16.85205	-2.398503	0.08944203	0	1	0.8109524	0.2917076	7.749681	9.547386
409	1	-23.69228	-19.30795	-4.384323	0.1770114	0	1	0.9039813	0.3314092	3.915834	8.785126
410	0	-17.82338	-15.88275	-1.940628	0.07598039	0	1	0.7788589	0.2455579	9.122711	9.465853
411	1	-18.03634	-15.86811	-2.168235	0.08154405	0	1	0.7932812	0.2739866	8.500279	9.544489
412	0	-21.86374	-20.38673	-1.477009	0.05143149	0	1	0.6855556	0.2600413	13.4771	9.642773
413	1	-18.63575	-16.39428	-2.241476	0.07160423	0	1	0.7661414	0.3640325	9.680255	9.819158
414	0	-18.49969	-16.62702	-1.872668	0.0763729	0	1	0.7799373	0.2275213	9.075826	9.389119
415	1	-17.64977	-15.51419	-2.135583	0.07447805	0	1	0.7746395	0.3080825	9.306731	9.526312
416	0	-18.11186	-15.86936	-2.242497	0.07685528	0	1	0.7812493	0.32598	9.018862	9.698421
417	1	-19.32576	-16.56143	-2.764332	0.09251451	0	1	0.8170733	0.3940128	7.492308	9.058835
418	0	-17.5538	-15.55887	-1.994933	0.06811962	0	1	0.7550191	0.306324	10.17544	9.98843
419	1	-19.07443	-16.34012	-2.734312	0.09515445	0	1	0.8220372	0.3615297	7.284443	9.265855
420	0	-18.41093	-15.9665	-2.444431	0.08328938	0	1	0.7974487	0.3480127	8.322155	9.233009
421	1	-17.6762	-15.89252	-1.783681	0.06844069	0	1	0.7560839	0.2463068	10.12771	9.581774
422	0	-18.96515	-16.14119	-2.823962	0.1075633	0	1	0.8422643	0.303894	6.444087	8.796285
423	1	-18.89728	-16.77634	-2.120945	0.07160229	0	1	0.7661355	0.3227097	9.680517	9.168097
424	0	-19.73311	-17.6823	-2.050803	0.08415614	0	1	0.7994601	0.2304927	8.236442	9.55233
425	1	-17.31588	-15.44055	-1.875331	0.07024378	0	1	0.7619107	0.2598141	9.867737	9.660365
426	0	-18.28476	-15.99875	-2.286008	0.07647068	0	1	0.7802044	0.3432672	9.064222	9.371155
427	1	-18.14534	-15.81897	-2.32637	0.08491847	0	1	0.8011983	0.2987506	8.162502	9.455675
428	0	-18.35939	-15.84501	-2.514388	0.09493153	0	1	0.8216281	0.2915323	7.301548	9.070689
429	1	-19.23328	-16.44959	-2.783686	0.1085872	0	1	0.8437354	0.2856237	6.383322	8.909395
430	0	-18.61632	-16.94232	-1.673998	0.06720644	0	1	0.7519441	0.2265772	10.3137	9.514086
431	1	-17.82203	-16.26245	-1.559579	0.06045537	0	1	0.7268728	0.2332064	11.46544	9.866162
432	0	-17.75008	-15.81321	-1.936877	0.0754916	0	1	0.7775023	0.2471891	9.181779	9.490852
433	1	-18.03828	-15.65117	-2.387102	0.0844974	0	1	0.8002418	0.3203059	8.203178	9.277299
434	0	-17.84959	-15.55265	-2.296944	0.08330646	0	1	0.7974887	0.3001821	8.320449	9.282606
435	1	-18.41592	-16.03653	-2.379389	0.0826147	0	1	0.7958566	0.3308	8.39012	9.565926
436	0	-18.52749	-16.3795	-2.147986	0.0676653	0	1	0.7534979	0.360444	10.24376	9.965619
437	1	-18.5041	-16.38802	-2.11608	0.06887273	0	1	0.7575035	0.3402936	10.06417	9.448972
438	0	-17.84953	-16.02108	-1.828454	0.07289689	0	1	0.7700356	0.2343442	9.508598	9.678834
439	1	-22.16431	-18.15681	-4.007505	0.1371413	0	1	0.8761016	0.5298416	5.054256	8.715432
440	0	-19.57163	-17.03131	-2.540324	0.0893008	0	1	0.8106616	0.3371643	7.761937	9.622713
441	1	-17.66691	-15.65055	-2.016357	0.06707172	0	1	0.7514845	0.3199943	10.33442	9.86635
442	0	-20.57202	-17.80226	-2.769763	0.08666853	0	1	0.8050828	0.4484809	7.99768	9.398631
443	1	-19.03613	-16.18037	-2.85576	0.1094086	0	1	0.8448962	0.301666	6.335401	8.86218
444	0	-19.24479	-17.5183	-1.726489	0.06274114	0	1	0.7358508	0.2625208	11.04773	9.415582
445	1	-21.99642	-19.21169	-2.784729	0.08269473	0	1	0.7960467	0.495296	8.381999	9.724051
446	0	-17.03623	-15.3032	-1.733035	0.06279456	0	1	0.7360543	0.2639455	11.03833	9.961157
447	1	-18.22247	-16.06183	-2.160633	0.08175317	0	1	0.793789	0.2707078	8.478536	9.583903
448	0	-18.926	-16.40641	-2.51959	0.09705588	0	1	0.8254551	0.2801355	7.141733	8.82434
449	1	-17.29624	-15.3652	-1.931038	0.07116132	0	1	0.7647792	0.2694016	9.740504	9.664113
450	0	-17.25836	-15.38929	-1.869078	0.0642155	0	1	0.7413671	0.2934282	10.79408	9.920119
451	1	-22.01073	-19.18464	-2.826089	0.1084555	0	1	0.8435476	0.2988299	6.391077	9.392332
452	0	-17.70911	-15.91816	-1.790955	0.05883346	0	1	0.7201685	0.3042096	11.78151	9.982508
453	1	-18.03168	-15.81134	-2.220342	0.07933081	0	1	0.7877598	0.3025211	8.737427	9.186073
454	0	-19.84015	-17.60168	-2.238476	0.08661136	0	1	0.8049582	0.2639585	8.002959	8.78809
455	1	-19.36783	-17.0171	-2.35073	0.09504221	0	1	0.8218315	0.2469396	7.293046	8.944843
456	0	-18.15446	-16.18373	-1.970733	0.07567667	0	1	0.7780177	0.254699	9.159324	9.268096
457	1	-21.20394	-17.86756	-3.336373	0.1268457	0	1	0.8660802	0.3369444	5.464492	9.073254
458	0	-20.0055	-16.90629	-3.099208	0.1099657	0	1	0.845674	0.3802942	6.303302	8.52413
459	1	-18.77922	-16.70491	-2.074308	0.07481311	0	1	0.7755934	0.2877184	9.26505	9.086141
460	0	-24.24618	-19.40882	-4.837355	0.1774007	0	1	0.904192	0.5170419	3.907241	9.023834
461	1	-21.13152	-18.04833	-3.083191	0.1057197	0	1	0.8395466	0.4095375	6.55646	9.401402
462	0	-18.46087	-16.50378	-1.957092	0.07915637	0	1	0.7873129	0.2333648	8.756682	9.518424
463	1	-19.28009	-16.82429	-2.455806	0.09843855	0	1	0.827862	0.255226	7.04142	9.058617
464	0	-18.14177	-15.91396	-2.227815	0.07418341	0	1	0.7737945	0.3399681	9.343695	9.510446
465	1	-19.56695	-16.67605	-2.890901	0.113324	0	1	0.8502057	0.2875439	6.116508	8.708564
466	0	-18.00548	-15.8105	-2.194981	0.07901998	0	1	0.7869623	0.2968972	8.771796	9.190887
467	1	-18.38875	-15.92991	-2.458841	0.08460007	0	1	0.8004758	0.3433794	8.193222	9.169449
468	0	-18.52638	-16.45453	-2.071846	0.077682	0	1	0.7834644	0.2700596	8.92288	9.102241
469	1	-19.27132	-16.20663	-3.064692	0.1162669	0	1	0.8539676	0.3214102	5.961691	8.828223
470	0	-18.81503	-16.08217	-2.732866	0.09498525	0	1	0.8217269	0.3623057	7.297419	9.067071
471	1	-18.03163	-15.90033	-2.131296	0.07652414	0	1	0.7803502	0.2937306	9.05789	9.796254
472	0	-19.71553	-17.3926	-2.322925	0.09304013	0	1	0.8180827	0.2505913	7.449981	9.348332
473	1	-19.38497	-16.85219	-2.53278	0.09869427	0	1	0.8283002	0.2741561	7.023175	8.744829
474	0	-18.27165	-16.37706	-1.894591	0.06196696	0	1	0.7328694	0.3157214	11.18575	9.676905
475	1	-18.65087	-16.74018	-1.910688	0.0764587	0	1	0.7801717	0.2359083	9.065642	9.769345
476	0	-20.01275	-16.98894	-3.023806	0.1027435	0	1	0.8349616	0.4110845	6.746385	8.689939
477	1	-20.13464	-18.0064	-2.128241	0.0789772	0	1	0.7868521	0.2779813	8.776548	8.817786
478	0	-19.52767	-16.61558	-2.912087	0.1014618	0	1	0.8329079	0.3777668	6.831608	9.197534
479	1	-26.05737	-23.35648	-2.700893	0.06621815	0	1	0.7485366	0.6460987	10.46763	9.26627
480	0	-19.23276	-17.53854	-1.694217	0.06875596	0	1	0.7571213	0.2237263	10.08127	9.389998
481	1	-18.00278	-16.27713	-1.725649	0.05849444	0	1	0.7187304	0.2870353	11.8498	9.83767
482	0	-20.41167	-17.61269	-2.798985	0.09125776	0	1	0.814616	0.4189302	7.595487	9.513846
483	1	-18.12723	-15.80761	-2.319614	0.07965782	0	1	0.7885929	0.3317837	8.701558	9.297435
484	0	-18.41503	-15.97682	-2.438203	0.08718995	0	1	0.8062126	0.3183786	7.949852	8.982964
485	1	-17.76199	-15.99863	-1.763357	0.07016128	0	1	0.7616496	0.2326984	9.87934	9.859168
486	0	-20.87928	-17.19661	-3.682668	0.1301105	0	1	0.8694275	0.4444928	5.327373	8.468339
487	1	-17.47497	-15.61719	-1.857777	0.07169243	0	1	0.7664109	0.2475648	9.668346	9.679676
488	0	-21.46482	-17.49987	-3.96495	0.1409352	0	1	0.8794293	0.4684908	4.918198	8.387039
489	1	-18.5245	-16.02283	-2.501673	0.0876401	0	1	0.8071779	0.3360162	7.909019	9.400111
490	0	-21.59016	-18.44605	-3.144107	0.113429	0	1	0.8503432	0.3695747	6.110844	9.357452
491	1	-17.55517	-15.58052	-1.974648	0.06641722	0	1	0.7492297	0.3112148	10.43626	9.80921
492	0	-20.44304	-16.99084	-3.452199	0.1249236	0	1	0.8640291	0.3940704	5.548567	8.42656
493	1	-18.78724	-16.00641	-2.780831	0.09946357	0	1	0.8296055	0.3456488	6.968855	9.083575
494	0	-19.07704	-16.87473	-2.202311	0.08567476	0	1	0.8028948	0.2596933	8.090448	9.562346
495	1	-20.84531	-18.49128	-2.35403	0.06814407	0	1	0.7551005	0.4384391	10.17179	9.381358
496	0	-18.34765	-15.90074	-2.446917	0.09152069	0	1	0.8151353	0.2929662	7.573667	8.972275
497	1	-19.35624	-16.83635	-2.519895	0.0804743	0	1	0.7906465	0.398393	8.613274	9.365729
498	0	-17.46168	-15.51896	-1.942721	0.06681772	0	1	0.7506139	0.2988845	10.3737	9.728371
499	1	-18.49356	-16.0531	-2.440461	0.08468139	0	1	0.8006608	0.3365445	8.185354	9.049231
500	0	-17.64234	-15.90779	-1.734549	0.06101851	0	1	0.7291345	0.274498	11.35962	9.797821
501	1	-22.24788	-18.91442	-3.333467	0.1088916	0	1	0.8441676	0.4917627	6.365477	9.331867
502	0	-18.9212	-16.06654	-2.854661	0.102786	0	1	0.8350289	0.3468011	6.743595	8.802556
503	1	-17.79398	-16.0489	-1.745079	0.05919867	0	1	0.7217033	0.2883257	11.70883	9.863861
504	0	-17.68371	-16.06189	-1.621814	0.05743115	0	1	0.7141346	0.2646302	12.06919	9.959438
505	1	-20.67262	-18.92717	-1.745457	0.06713056	0	1	0.7516854	0.2437528	10.32536	9.149744
506	0	-18.08793	-15.79304	-2.294885	0.08743857	0	1	0.8067469	0.2744167	7.927247	9.185768
507	1	-20.73592	-17.1892	-3.546721	0.1350346	0	1	0.8741739	0.3494978	5.133107	8.908924
508	0	-19.24357	-16.40245	-2.841122	0.1075614	0	1	0.8422616	0.3091658	6.444198	8.671896
509	1	-19.84905	-17.1974	-2.651659	0.08814451	0	1	0.8082488	0.3862335	7.863759	8.778173
510	0	-21.96244	-17.25553	-4.706909	0.1741457	0	1	0.9024018	0.486263	3.980272	8.621091
511	1	-18.0759	-15.7024	-2.373493	0.08574353	0	1	0.8030477	0.3077304	8.083959	9.117679
512	0	-22.74099	-21.06592	-1.675069	0.05609598	0	1	0.7081746	0.2871258	12.35645	9.191091
