Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
11830	-17.5818	-16.03936	-1.542435	0.07424594	0.7739743	0.3421646	9.335826	9.763005
11840	-16.91553	-15.60474	-1.310783	0.0732699	0.7711372	0.2770926	9.460191	9.82483
11850	-18.32664	-16.4004	-1.926244	0.09545151	0.8225797	0.3202555	7.261773	8.745098
11860	-18.09104	-16.45656	-1.634478	0.08331886	0.7975177	0.3094535	8.319211	9.68897
11870	-18.73814	-17.25902	-1.479124	0.06747374	0.7528514	0.3708089	10.27284	9.368388
11880	-21.88036	-18.03705	-3.843309	0.1605751	0.8941582	0.5468992	4.316654	8.500948
11890	-18.74141	-16.44112	-2.30029	0.104126	0.8371227	0.3872585	6.65681	8.787085
11900	-19.46423	-17.23575	-2.228474	0.09573149	0.823088	0.4306987	7.240535	8.88993
11910	-17.06588	-15.703	-1.362883	0.06904528	0.7580663	0.3192893	10.03902	9.658556
11920	-17.39466	-16.1501	-1.24456	0.06475083	0.7433193	0.3107234	10.70484	9.593113
11930	-17.37335	-16.32307	-1.050275	0.06115124	0.7296628	0.2761656	11.33496	9.682492
11940	-17.70586	-16.4314	-1.274463	0.06220228	0.733782	0.3379458	11.14344	9.76229
11950	-16.80137	-15.75339	-1.047977	0.06526314	0.7451628	0.2525095	10.62081	9.699426
11960	-16.5669	-15.33359	-1.233311	0.06737681	0.7525231	0.2905949	10.28762	9.840058
11970	-18.01108	-15.98356	-2.027525	0.09680234	0.8250066	0.3443767	7.160438	9.129838
11980	-18.79607	-17.5042	-1.291867	0.07353863	0.7719248	0.2703543	9.42562	9.031069
11990	-19.30881	-16.41838	-2.890436	0.1345456	0.8737179	0.3664037	5.151762	8.572607
12000	-17.6079	-15.91753	-1.690366	0.0808947	0.7916894	0.3445145	8.568512	9.322556
12010	-17.0374	-15.91896	-1.118441	0.06577264	0.7469728	0.2680307	10.53853	9.58645
12020	-17.94105	-16.63168	-1.309374	0.06167791	0.7317409	0.3538682	11.23818	9.841585
12030	-18.36755	-16.84099	-1.526564	0.08794343	0.8078233	0.2518317	7.881739	8.957652
12040	-18.65516	-17.14228	-1.51288	0.07884044	0.786499	0.3013409	8.791772	8.894544
12050	-19.65598	-16.93667	-2.719311	0.1206716	0.8592637	0.4144763	5.744077	8.514179
12060	-16.86053	-15.44979	-1.410733	0.07441357	0.7744551	0.2988772	9.314796	9.528356
12070	-16.69446	-15.76978	-0.9246769	0.06222913	0.7338857	0.2380618	11.13863	9.894219
12080	-18.54399	-16.55095	-1.993042	0.1005703	0.83145	0.3071377	6.892163	8.679734
12090	-19.46172	-17.69078	-1.770943	0.08599836	0.8036124	0.335095	8.060004	9.830824
12100	-17.33184	-15.8818	-1.450048	0.07059834	0.7630267	0.3370753	9.818179	9.765371
12110	-17.44003	-15.94491	-1.495115	0.07504114	0.7762383	0.3208898	9.236895	9.296115
12120	-21.40994	-17.43716	-3.972777	0.1738787	0.902252	0.4693883	3.986383	8.30737
12130	-18.63895	-17.1515	-1.487449	0.06572157	0.7467924	0.3880729	10.54672	9.692388
12140	-20.28413	-18.5316	-1.752532	0.0723044	0.7682655	0.4399181	9.586515	9.156203
12150	-17.77421	-16.47438	-1.299828	0.06817691	0.7552097	0.3053534	10.16689	9.343251
12160	-16.97811	-15.62223	-1.355882	0.07324121	0.7710528	0.2900517	9.463896	9.413751
12170	-18.57484	-17.25096	-1.323877	0.06801533	0.7546714	0.3138601	10.19104	9.187169
12180	-17.4453	-15.75593	-1.689377	0.08955093	0.811176	0.2864208	7.740257	9.21362
12190	-16.81568	-15.7799	-1.035782	0.0618483	0.7324072	0.2681956	11.20721	9.798511
12200	-17.56728	-15.98939	-1.577888	0.07565501	0.7779575	0.3440697	9.161947	9.652456
12210	-18.23284	-16.37835	-1.854497	0.09524231	0.822198	0.2994095	7.277723	9.312424
12220	-18.70095	-17.06713	-1.63382	0.07131697	0.7652596	0.3989475	9.719246	9.702835
12230	-18.06528	-16.28594	-1.779339	0.08235129	0.7952286	0.3651109	8.416956	9.19078
12240	-19.2096	-17.95506	-1.254533	0.07587847	0.7785773	0.2478311	9.134966	9.00395
12250	-18.94584	-17.36645	-1.579385	0.07134118	0.7653342	0.3776173	9.715947	9.198242
12260	-20.77604	-19.86228	-0.9137661	0.05905424	0.7210981	0.2518895	11.73747	9.323551
12270	-18.9288	-16.70978	-2.219017	0.1081242	0.8430735	0.3279885	6.410657	9.151183
12280	-17.72276	-16.21824	-1.504521	0.07055622	0.7628946	0.3562645	9.824041	9.69462
12290	-18.28353	-16.01329	-2.270245	0.1097546	0.8453802	0.3334885	6.315426	8.880373
12300	-17.99812	-16.81138	-1.18674	0.06197676	0.7329075	0.3110485	11.18399	9.542899
12310	-16.79341	-15.54385	-1.249565	0.06831727	0.7556756	0.2895212	10.146	9.616114
12320	-16.55333	-15.49669	-1.056641	0.06278022	0.7359997	0.2684863	11.04085	9.855144
12330	-16.46642	-15.46111	-1.005309	0.06495728	0.7440651	0.2435375	10.67082	9.914665
12340	-17.19677	-16.28612	-0.9106468	0.06518318	0.7448767	0.2204818	10.63384	9.802032
12350	-17.38974	-16.52914	-0.8605971	0.06513842	0.7447162	0.2099177	10.64114	9.966219
12360	-19.55562	-16.75759	-2.798031	0.1304584	0.8697744	0.3643307	5.313168	8.885848
12370	-17.14515	-15.5509	-1.594247	0.08185961	0.7940466	0.3065995	8.467511	9.365716
12380	-17.16491	-15.90249	-1.262417	0.06691879	0.750961	0.3020992	10.35804	9.555317
12390	-17.74073	-16.13136	-1.609365	0.08326664	0.7973954	0.3021136	8.324429	9.002869
12400	-20.30822	-18.39022	-1.917994	0.07733361	0.7825361	0.4665338	8.963078	9.519993
12410	-16.89999	-15.4787	-1.42129	0.07547489	0.7774556	0.2953227	9.183811	9.448765
12420	-16.82241	-15.53138	-1.291026	0.06693434	0.7510143	0.3107644	10.35563	9.854757
12430	-17.16121	-15.81631	-1.344901	0.07136852	0.7654183	0.298514	9.712226	9.993507
12440	-18.20191	-16.86423	-1.337683	0.06256249	0.7351681	0.3572595	11.07928	9.697682
12450	-17.18733	-15.82368	-1.363646	0.07434304	0.774253	0.2855572	9.323633	9.307625
12460	-16.94505	-15.51704	-1.428004	0.07359244	0.772082	0.3094289	9.418728	9.656495
12470	-23.17728	-22.02784	-1.149433	0.04326811	0.6379789	0.4456966	16.01982	9.993401
12480	-17.82158	-16.08282	-1.738763	0.08777014	0.8074551	0.3125101	7.8973	9.456964
12490	-18.04862	-16.27759	-1.77103	0.08384612	0.798745	0.3507844	8.266897	9.544789
12500	-18.5823	-16.49045	-2.091848	0.09413043	0.8201428	0.3886802	7.363689	9.156361
12510	-16.71381	-15.39084	-1.322967	0.07178774	0.7667016	0.2894513	9.65551	9.608853
12520	-19.62303	-17.94758	-1.675449	0.07082192	0.7637255	0.4202978	9.787185	9.315881
12530	-18.77958	-16.51892	-2.260658	0.1081309	0.8430831	0.341886	6.410259	8.598854
12540	-19.87824	-17.49732	-2.380917	0.1004243	0.8312088	0.4540789	6.902189	8.997036
12550	-17.62442	-15.89796	-1.726459	0.08268689	0.7960281	0.3438479	8.382794	9.36601
12560	-18.3412	-16.07517	-2.266032	0.1113364	0.8475556	0.3211252	6.225701	8.78408
12570	-18.1037	-16.80861	-1.295092	0.05986132	0.7244504	0.3625601	11.57922	9.972872
12580	-17.89999	-16.31594	-1.584048	0.08434992	0.7999047	0.2878672	8.21752	8.957346
12590	-20.60075	-19.16203	-1.43872	0.06136554	0.7305118	0.4054098	11.29538	9.268852
12600	-17.15058	-15.82677	-1.323803	0.07240621	0.7685715	0.2859162	9.573035	9.95511
12610	-17.45963	-16.19339	-1.266236	0.07820488	0.784844	0.2386705	8.863221	9.507622
12620	-18.50194	-16.38441	-2.11753	0.09615733	0.8238558	0.382003	7.20847	9.129098
12630	-16.96485	-15.61023	-1.354617	0.07207214	0.7675649	0.2969614	9.617409	9.466414
12640	-18.37604	-16.65978	-1.716263	0.08368882	0.7983804	0.3331999	8.282435	9.711128
12650	-20.78861	-17.95296	-2.835652	0.1247699	0.8638623	0.4268327	5.555403	8.272908
12660	-18.07118	-16.41068	-1.660504	0.07775647	0.7836619	0.3574044	8.914335	9.73638
12670	-18.97668	-17.0222	-1.954481	0.08948861	0.8110481	0.3738629	7.745647	8.757047
12680	-16.69263	-15.57039	-1.122245	0.06627651	0.7487402	0.2661907	10.45841	9.682354
12690	-16.37009	-15.31548	-1.054605	0.06503856	0.7443576	0.2554029	10.65748	9.915875
12700	-17.9193	-16.4688	-1.450494	0.07600159	0.7789174	0.3006949	9.120167	9.963464
12710	-23.57545	-18.14183	-5.433628	0.2382588	0.9286621	0.5160158	2.90922	8.195511
12720	-16.53921	-15.40313	-1.136086	0.0663183	0.7488857	0.2696615	10.45182	9.753144
12730	-19.36718	-16.69857	-2.668604	0.1195577	0.8579604	0.4034076	5.797596	8.919414
12740	-17.29292	-15.75476	-1.538169	0.07610865	0.7792124	0.3275037	9.107338	9.416898
12750	-17.65853	-16.26363	-1.394898	0.06605547	0.7479676	0.3512703	10.49341	9.792565
12760	-17.74196	-15.83348	-1.908485	0.09734493	0.8259636	0.3022282	7.120527	8.988938
12770	-18.19355	-16.53878	-1.654762	0.08144868	0.7930488	0.3285788	8.510232	9.760299
12780	-16.92664	-15.61872	-1.307915	0.0763929	0.779992	0.2585821	9.073451	9.490941
12790	-16.98478	-15.8257	-1.159078	0.06816019	0.7551541	0.2653564	10.16938	9.529945
12800	-17.25665	-15.69114	-1.565508	0.08315561	0.7971349	0.2898322	8.335543	9.166735
12810	-16.68151	-15.50325	-1.178269	0.06746726	0.7528295	0.2745048	10.27383	9.655696
12820	-18.51017	-16.49846	-2.011709	0.09036209	0.8128259	0.388612	7.670774	9.104005
12830	-18.93404	-17.31738	-1.616663	0.06952881	0.7596308	0.4073275	9.969208	9.704305
12840	-19.11582	-17.39768	-1.718143	0.09221382	0.8164911	0.2785848	7.516739	9.511233
12850	-17.68451	-16.33978	-1.344731	0.08115924	0.7923406	0.2424724	8.540582	9.247058
12860	-17.25694	-16.22313	-1.033806	0.06818585	0.7552394	0.2339852	10.16556	9.584281
12870	-16.71586	-15.84085	-0.8750088	0.061719	0.7319019	0.228992	11.23069	9.969585
12880	-16.91879	-15.74905	-1.169743	0.06497877	0.7441424	0.2869331	10.66729	9.665503
12890	-20.84828	-17.73821	-3.110071	0.1501392	0.8868089	0.3278236	4.616697	8.371071
12900	-18.5641	-16.4337	-2.130405	0.1101263	0.8458968	0.2876894	6.29411	8.83949
12910	-17.86599	-15.9292	-1.936797	0.09596764	0.8235146	0.3201277	7.222718	8.886699
12920	-17.72701	-15.96511	-1.761902	0.08371564	0.7984426	0.3485606	8.279781	9.35783
12930	-17.97071	-16.42312	-1.54759	0.08395604	0.7989991	0.2798906	8.256073	9.617262
12940	-17.7209	-15.95558	-1.765323	0.08741678	0.8067001	0.3233369	7.929224	8.994845
12950	-17.83585	-16.84912	-0.9867336	0.05962308	0.7234683	0.2677054	11.62548	9.660819
12960	-18.29322	-17.34457	-0.9486554	0.05727743	0.7134593	0.270855	12.10158	9.689979
12970	-17.19377	-15.64165	-1.552122	0.08168042	0.7936126	0.295072	8.486087	9.210431
12980	-17.08193	-15.71277	-1.369164	0.06850352	0.7562913	0.3250162	10.11842	9.846395
12990	-16.9787	-15.58436	-1.394339	0.0778376	0.7838767	0.2734124	8.905043	9.577486
13000	-17.73794	-16.10229	-1.635651	0.08594571	0.803496	0.2930195	8.064942	9.504395
13010	-18.72406	-16.89414	-1.82992	0.08275696	0.7961942	0.3807615	8.375697	8.988071
13020	-18.83825	-16.40177	-2.436477	0.1109006	0.8469623	0.3843383	6.250165	8.949639
13030	-18.41423	-16.15657	-2.257662	0.104577	0.8378157	0.3675631	6.628105	8.963185
13040	-17.52414	-16.59143	-0.9327113	0.05773956	0.7154811	0.2639694	12.00472	9.820141
13050	-17.3851	-16.26987	-1.115232	0.07329403	0.7712081	0.227759	9.457076	9.636617
13060	-17.8963	-16.15953	-1.736771	0.09464054	0.8210913	0.2695773	7.323998	9.055785
13070	-17.34584	-15.96061	-1.38523	0.07923181	0.7875064	0.263035	8.748345	9.624054
13080	-19.57136	-16.93495	-2.636413	0.1170025	0.8548792	0.4123934	5.924209	8.538349
13090	-17.58531	-15.99273	-1.592578	0.08698571	0.8057715	0.2745402	7.968518	9.377345
13100	-18.31785	-16.78734	-1.530512	0.07047202	0.7626302	0.3662995	9.835778	9.385862
13110	-16.65318	-15.64327	-1.009914	0.06648034	0.7494488	0.2368806	10.42635	9.852379
13120	-18.80333	-17.90468	-0.898655	0.06801548	0.7546719	0.205146	10.19102	9.538539
13130	-17.47178	-16.09133	-1.380448	0.06720981	0.7519556	0.3378532	10.31318	9.664027
13140	-17.47192	-16.65992	-0.8119986	0.05606914	0.7080525	0.2423945	12.36237	9.967166
13150	-16.90644	-15.57993	-1.326517	0.0765156	0.7803269	0.2627523	9.058901	9.459842
13160	-19.29095	-17.82216	-1.468794	0.08996482	0.8120213	0.2277154	7.704647	9.309388
13170	-17.69783	-15.79575	-1.902075	0.09339065	0.8187499	0.3265821	7.422019	9.148236
13180	-21.00749	-18.97038	-2.037115	0.09229059	0.8166401	0.3826286	7.510486	9.840218
13190	-17.61952	-15.92166	-1.69786	0.08205176	0.79451	0.3386876	8.447682	9.480327
13200	-18.06893	-16.73238	-1.336557	0.06284083	0.7362304	0.3547558	11.0302	9.72128
13210	-16.9604	-15.93103	-1.029374	0.06849312	0.756257	0.2314366	10.11995	9.72424
13220	-18.04023	-16.95189	-1.08834	0.07461024	0.7750167	0.215609	9.290242	9.577812
13230	-18.78302	-17.74468	-1.038337	0.06778953	0.7539156	0.2370328	10.22499	9.303706
13240	-17.20612	-15.89207	-1.314051	0.0756431	0.7779244	0.2643465	9.163389	9.774697
13250	-19.65747	-16.93419	-2.723282	0.1183886	0.8565668	0.4367814	5.854846	8.7295
13260	-18.75814	-16.58187	-2.176264	0.09724036	0.82578	0.3959074	7.128184	9.113041
13270	-18.84284	-16.75166	-2.09118	0.1041244	0.8371201	0.3141962	6.656916	8.602076
13280	-17.06907	-15.72424	-1.344837	0.06777587	0.7538697	0.3221407	10.22705	9.973809
13290	-18.86146	-16.49634	-2.365125	0.1060554	0.8400482	0.3966229	6.535707	8.813283
13300	-17.23682	-16.34535	-0.8914656	0.05633978	0.709279	0.26094	12.30298	9.961216
13310	-20.34748	-16.95168	-3.395802	0.1483779	0.8854671	0.4528593	4.671499	8.632096
13320	-18.50414	-16.47759	-2.026558	0.09841669	0.8278245	0.3324577	7.042984	8.692216
13330	-17.90472	-16.18025	-1.724462	0.09282401	0.817669	0.2767441	7.467326	9.248062
13340	-19.77133	-18.12606	-1.645277	0.0837799	0.7985917	0.3097679	8.27343	9.942621
13350	-17.07014	-15.5328	-1.537339	0.08105861	0.7920933	0.2946039	8.551185	9.303739
13360	-21.86466	-18.01285	-3.851805	0.1694995	0.8997276	0.4564072	4.089376	8.874881
13370	-19.26713	-17.36319	-1.903934	0.08110249	0.7922012	0.4246628	8.546558	9.417065
13380	-19.90724	-17.00414	-2.903091	0.1415385	0.8799422	0.3198983	4.897236	8.560669
13390	-17.34903	-15.96559	-1.383442	0.07444512	0.7745454	0.2906361	9.310848	9.904344
13400	-16.84805	-15.6169	-1.231149	0.07389442	0.77296	0.2525136	9.380237	9.596043
13410	-18.52632	-16.85421	-1.672112	0.07762104	0.7833025	0.3626179	8.929888	9.063887
13420	-18.86106	-16.35168	-2.509384	0.1147319	0.8520288	0.3811265	6.041454	8.892927
13430	-17.9593	-16.20825	-1.751048	0.09244724	0.8169434	0.2864816	7.49776	9.312709
13440	-18.5972	-16.97814	-1.619055	0.07357345	0.7720265	0.3747213	9.421159	9.99636
13450	-18.39921	-17.50057	-0.8986405	0.06915744	0.7584309	0.2002317	10.02274	9.817565
13460	-16.84869	-15.56576	-1.282936	0.07099759	0.764272	0.282795	9.762967	9.92641
13470	-19.76102	-16.77429	-2.986728	0.132381	0.8716594	0.4224035	5.236002	8.536546
13480	-22.2988	-19.10521	-3.193592	0.1324391	0.8717155	0.5188387	5.233706	8.18297
13490	-19.61708	-17.71021	-1.906867	0.1009249	0.8320328	0.2796664	6.867952	9.331341
13500	-19.48479	-16.6706	-2.814191	0.130123	0.86944	0.3729107	5.326862	8.473778
13510	-17.30882	-15.64723	-1.66159	0.08379628	0.7986296	0.3147531	8.271813	9.37319
13520	-18.78587	-17.55663	-1.229239	0.05901526	0.7209344	0.3456027	11.74522	9.604074
13530	-16.99755	-15.7038	-1.293754	0.07094274	0.7641016	0.286204	9.770516	9.984672
13540	-18.09831	-17.22306	-0.8752527	0.06242406	0.7346369	0.2256465	11.10385	9.646253
13550	-17.55686	-16.29079	-1.266061	0.06423105	0.7414242	0.3209976	10.79147	9.60842
13560	-18.18428	-16.99404	-1.190238	0.07652524	0.7803532	0.2292306	9.057759	9.758782
13570	-19.2468	-16.75558	-2.491226	0.124573	0.8636482	0.3037312	5.564183	8.786949
13580	-18.66804	-16.9958	-1.672241	0.07992151	0.7892602	0.3453859	8.672849	8.90938
13590	-17.01568	-15.68429	-1.331391	0.07061677	0.7630844	0.299244	9.815617	9.975191
13600	-17.17087	-15.79143	-1.379439	0.06828172	0.7555578	0.3299222	10.15128	9.802751
13610	-17.19283	-15.78124	-1.411592	0.07219781	0.7679445	0.3135346	9.600668	9.436675
13620	-18.54614	-17.19079	-1.35535	0.06014099	0.7255956	0.3828005	11.52537	9.997353
13630	-18.40741	-16.48422	-1.923188	0.1000825	0.8306417	0.2893956	6.92576	9.183895
13640	-16.37751	-15.27918	-1.098328	0.06558495	0.7463087	0.2637418	10.56869	9.888843
13650	-21.51002	-17.85494	-3.655086	0.1687396	0.8992763	0.380997	4.107793	8.253857
13660	-17.75399	-15.80558	-1.948411	0.09537433	0.822439	0.3279708	7.267649	8.997404
13670	-22.81269	-19.16518	-3.647511	0.1786553	0.9048646	0.3063737	3.879803	8.448465
13680	-17.97727	-16.48158	-1.495693	0.0724703	0.7687637	0.3390777	9.564569	9.261559
13690	-17.24346	-15.66699	-1.576471	0.07966484	0.7886107	0.3155567	8.700791	9.53268
13700	-17.96908	-16.39712	-1.571958	0.07431807	0.7741814	0.351878	9.326765	9.879781
13710	-17.09026	-16.10402	-0.9862343	0.06172069	0.7319085	0.255923	11.23039	9.741808
13720	-18.24965	-17.26022	-0.9894278	0.06755753	0.7531346	0.2268327	10.2601	9.446231
13730	-17.94677	-16.3371	-1.609667	0.07422811	0.7739231	0.3660985	9.338068	9.621416
13740	-18.13191	-16.22086	-1.911049	0.1006567	0.8315924	0.2824411	6.886247	9.037092
13750	-16.89635	-15.53538	-1.360972	0.07115057	0.764746	0.3047564	9.741977	9.578823
13760	-18.54777	-17.86092	-0.6868465	0.05639555	0.7095306	0.2124036	12.29081	9.93576
13770	-17.98579	-16.52393	-1.461863	0.06901285	0.7579607	0.3527522	10.04374	9.468892
13780	-18.27607	-16.64082	-1.635253	0.09181935	0.8157218	0.2585794	7.549031	8.92717
13790	-18.22499	-16.4364	-1.788588	0.08496659	0.8013071	0.3486099	8.157879	8.94496
13800	-17.07189	-15.68958	-1.382317	0.07494985	0.7759805	0.2872166	9.248146	9.790029
13810	-18.17773	-16.55694	-1.620787	0.0807132	0.7912403	0.3225987	8.58778	9.796101
13820	-17.54283	-16.09462	-1.448209	0.0768206	0.7811555	0.2948396	9.022934	9.159038
13830	-19.1883	-17.84825	-1.340049	0.06052529	0.7271554	0.373926	11.45219	9.558613
13840	-17.22301	-16.03906	-1.18395	0.07363941	0.7722189	0.2421791	9.412721	9.444081
13850	-16.7883	-15.68561	-1.102691	0.06236982	0.7344283	0.2835982	11.1135	9.80775
13860	-18.78551	-16.63782	-2.147685	0.1031106	0.8355409	0.3396905	6.722365	8.610529
13870	-17.67049	-16.06572	-1.604766	0.0761027	0.779196	0.3501012	9.10805	9.425863
13880	-18.60949	-16.56986	-2.039629	0.09115644	0.8144151	0.3929355	7.60393	9.06433
13890	-17.94308	-16.06652	-1.876566	0.08809669	0.8081478	0.3562064	7.868028	9.100214
13900	-17.08973	-15.59839	-1.491345	0.0775493	0.7831117	0.3031128	8.938149	9.618638
13910	-16.78948	-15.55377	-1.235704	0.0687616	0.7571398	0.2828562	10.08044	9.585878
13920	-18.64946	-16.64309	-2.006364	0.09977931	0.8301357	0.3165254	6.946803	9.288442
13930	-17.81349	-16.23936	-1.574132	0.07616361	0.7793635	0.3391002	9.100766	9.219974
13940	-16.84623	-15.46217	-1.384058	0.0742972	0.7741216	0.2917295	9.329384	9.693908
13950	-22.13699	-19.59395	-2.543044	0.09912273	0.8290295	0.548955	6.992818	8.723223
13960	-16.79806	-15.46191	-1.33615	0.07107489	0.7645117	0.2977627	9.75235	9.599446
13970	-20.38079	-17.46101	-2.919784	0.1242013	0.8632421	0.4699333	5.580838	8.573675
13980	-17.93484	-16.69406	-1.240782	0.07035179	0.7622517	0.2748629	9.852588	9.240071
13990	-17.35097	-15.6713	-1.679669	0.08833105	0.808642	0.2910924	7.847152	9.208253
14000	-21.00623	-18.115	-2.891226	0.1221619	0.860971	0.4769001	5.674003	8.374701
14010	-22.36472	-17.28551	-5.079211	0.2278706	0.9254099	0.4513119	3.041846	8.450524
14020	-16.7613	-15.67949	-1.081808	0.06678216	0.7504915	0.252913	10.37923	9.668945
14030	-18.84763	-16.98909	-1.85854	0.0911376	0.8143778	0.3279812	7.605502	8.680444
14040	-18.93327	-17.23531	-1.697964	0.07748844	0.7829496	0.373163	8.945169	8.996427
14050	-17.5119	-15.9184	-1.593502	0.07761634	0.78329	0.3352375	8.930429	9.308036
14060	-17.86996	-16.61639	-1.253579	0.06200619	0.733022	0.3323413	11.17868	9.664914
14070	-18.56689	-16.21106	-2.355838	0.1082371	0.8432353	0.3751795	6.403973	8.850216
14080	-18.82275	-17.46659	-1.356168	0.06143973	0.7308046	0.3726995	11.28174	9.63334
14090	-17.10359	-15.57127	-1.532322	0.08264455	0.7959275	0.2834286	8.387089	9.293744
14100	-20.02318	-17.49276	-2.530421	0.1102159	0.8460208	0.428374	6.288994	8.494417
14110	-18.73617	-16.69166	-2.044517	0.09811865	0.8273109	0.3406297	7.064377	9.343858
14120	-19.11577	-16.95197	-2.163797	0.1063806	0.8405312	0.3220667	6.515732	8.539317
14130	-18.80636	-17.4031	-1.40326	0.0821057	0.7946398	0.2519759	8.442132	8.936859
14140	-17.61377	-16.06777	-1.545993	0.07763186	0.7833313	0.3195777	8.928643	9.77673
14150	-17.49312	-15.90126	-1.591856	0.07657438	0.7804871	0.3421684	9.051946	9.512567
14160	-18.23822	-17.08073	-1.15749	0.0613683	0.7305227	0.3060077	11.29487	9.505155
14170	-17.66614	-15.88679	-1.779342	0.08889608	0.8098237	0.3177688	7.797275	8.98943
14180	-17.14881	-15.66471	-1.484094	0.07476825	0.7754661	0.3192158	9.270609	9.459801
14190	-18.95558	-17.23505	-1.720526	0.07596613	0.7788195	0.3942089	9.124425	9.174583
14200	-22.29495	-19.72814	-2.566815	0.1008464	0.831904	0.5419707	6.873299	8.527362
14210	-17.612	-15.96825	-1.643744	0.08699422	0.8057899	0.2889006	7.967739	9.4223
14220	-19.28529	-17.36139	-1.923909	0.08205711	0.7945229	0.424543	8.447131	9.236628
14230	-19.14426	-16.53595	-2.60831	0.1165448	0.8543133	0.4048786	5.947476	8.820429
14240	-18.59868	-16.2831	-2.315579	0.1113839	0.84762	0.3370965	6.223046	8.648213
14250	-17.74824	-16.04211	-1.706124	0.08080336	0.7914636	0.3506655	8.578197	9.270512
14260	-19.49762	-17.57324	-1.924378	0.08171626	0.7936996	0.4278253	8.482365	9.584938
14270	-16.95028	-15.88439	-1.065889	0.06719497	0.751905	0.246748	10.31546	9.620146
14280	-21.83689	-19.72114	-2.115753	0.08185968	0.7940467	0.5164854	8.467504	9.773207
14290	-21.3855	-19.62942	-1.756073	0.06963645	0.7599766	0.4671933	9.953798	9.059964
14300	-18.23043	-16.68132	-1.549105	0.08234856	0.7952221	0.2900417	8.417235	9.746781
14310	-18.91962	-17.55185	-1.367769	0.06094787	0.7288526	0.3810044	11.37279	9.697188
14320	-16.7516	-15.57938	-1.17222	0.07166574	0.7663294	0.2495922	9.671947	9.697234
14330	-17.52114	-16.24187	-1.279271	0.06668089	0.7501425	0.308789	10.39499	9.471626
14340	-16.90871	-15.627	-1.281714	0.06747153	0.7528439	0.3043943	10.27318	9.662674
14350	-18.5253	-16.25002	-2.275286	0.1125523	0.8491876	0.3158549	6.158444	8.697223
